-2.0,NaN
-1.99,NaN
-1.98,NaN
-1.97,NaN
-1.96,NaN
-1.95,NaN
-1.94,NaN
-1.93,NaN
-1.92,NaN
-1.91,NaN
-1.90,NaN
-1.89,NaN
-1.88,NaN
-1.87,NaN
-1.86,NaN
-1.85,NaN
-1.84,NaN
-1.83,NaN
-1.82,NaN
-1.81,NaN
-1.80,NaN
-1.79,NaN
-1.78,NaN
-1.77,NaN
-1.76,NaN
-1.75,NaN
-1.74,NaN
-1.73,NaN
-1.72,NaN
-1.71,NaN
-1.70,NaN
-1.69,NaN
-1.68,NaN
-1.67,NaN
-1.66,NaN
-1.65,NaN
-1.64,NaN
-1.63,NaN
-1.62,NaN
-1.61,NaN
-1.60,NaN
-1.59,NaN
-1.58,NaN
-1.57,NaN
-1.56,NaN
-1.55,NaN
-1.54,NaN
-1.53,NaN
-1.52,NaN
-1.51,NaN
-1.50,NaN
-1.49,NaN
-1.48,NaN
-1.47,NaN
-1.46,NaN
-1.45,NaN
-1.44,NaN
-1.43,NaN
-1.42,NaN
-1.41,NaN
-1.40,NaN
-1.39,NaN
-1.38,NaN
-1.37,NaN
-1.36,NaN
-1.35,NaN
-1.34,NaN
-1.33,NaN
-1.32,NaN
-1.31,NaN
-1.30,NaN
-1.29,NaN
-1.28,NaN
-1.27,NaN
-1.26,NaN
-1.25,NaN
-1.24,NaN
-1.23,NaN
-1.22,NaN
-1.21,NaN
-1.20,NaN
-1.19,NaN
-1.18,NaN
-1.17,NaN
-1.16,NaN
-1.15,NaN
-1.14,NaN
-1.13,NaN
-1.12,NaN
-1.11,NaN
-1.10,NaN
-1.09,NaN
-1.08,NaN
-1.07,NaN
-1.06,NaN
-1.05,NaN
-1.04,NaN
-1.03,NaN
-1.02,NaN
-1.01,NaN
-1.00,NaN
-0.99,NaN
-0.98,NaN
-0.97,NaN
-0.96,NaN
-0.95,NaN
-0.94,NaN
-0.93,NaN
-0.92,NaN
-0.91,NaN
-0.90,NaN
-0.89,NaN
-0.88,NaN
-0.87,NaN
-0.86,NaN
-0.85,NaN
-0.84,NaN
-0.83,NaN
-0.82,NaN
-0.81,NaN
-0.80,NaN
-0.79,NaN
-0.78,NaN
-0.77,NaN
-0.76,NaN
-0.75,NaN
-0.74,NaN
-0.73,NaN
-0.72,NaN
-0.71,NaN
-0.70,NaN
-0.69,NaN
-0.68,NaN
-0.67,NaN
-0.66,NaN
-0.65,NaN
-0.64,NaN
-0.63,NaN
-0.62,NaN
-0.61,NaN
-0.60,NaN
-0.59,NaN
-0.58,NaN
-0.57,NaN
-0.56,NaN
-0.55,NaN
-0.54,NaN
-0.53,NaN
-0.52,NaN
-0.51,NaN
-0.50,NaN
-0.49,NaN
-0.48,NaN
-0.47,NaN
-0.46,NaN
-0.45,NaN
-0.44,NaN
-0.43,NaN
-0.42,NaN
-0.41,NaN
-0.40,NaN
-0.39,NaN
-0.38,NaN
-0.37,NaN
-0.36,NaN
-0.35,NaN
-0.34,NaN
-0.33,NaN
-0.32,NaN
-0.31,NaN
-0.30,NaN
-0.29,NaN
-0.28,NaN
-0.27,NaN
-0.26,NaN
-0.25,NaN
-0.24,NaN
-0.23,NaN
-0.22,NaN
-0.21,NaN
-0.20,NaN
-0.19,NaN
-0.18,NaN
-0.17,NaN
-0.16,NaN
-0.15,NaN
-0.14,NaN
-0.13,NaN
-0.12,NaN
-0.11,NaN
-0.10,NaN
-0.09,NaN
-0.08,NaN
-0.07,NaN
-0.06,NaN
-0.05,NaN
-0.04,NaN
-0.03,NaN
-0.02,NaN
-0.01,NaN
0.00,NaN
0.01,-1.9963651286551638
0.02,-1.6974241955753604
0.03,-1.5219753700721352
0.04,-1.3973637476287024
0.05,-1.300520582598636
0.06,-1.221486571934866
0.07,-1.1546918732368556
0.08,-1.0967105030403854
0.09,-1.0456933422677648
0.10,-1.0
0.11,-0.9586278731772949
0.12,-0.9208272272597671
0.13,-0.8860208120641414
0.14,-0.8537497693503542
0.15,-0.8239324568304071
0.16,-0.7957832646370342
0.17,-0.7695727721519746
0.18,-0.7448268356812703
0.19,-0.7212152677390383
0.20,-0.6990190626594771
0.21,-0.6778846870657779
0.22,-0.6575190671362765
0.23,-0.6382861970950513
0.24,-0.6198549211654147
0.25,-0.6021633860119406
0.26,-0.5851562643165036
0.27,-0.5686051537482503
0.28,-0.5528608163308373
0.29,-0.5376584893764026
0.30,-0.5229633559023282
0.31,-0.5087436743605528
0.32,-0.49497045022987207
0.33,-0.48141542829032824
0.34,-0.4684947340868142
0.35,-0.4559406917813758
0.36,-0.4437338675239557
0.37,-0.43185624099480263
0.38,-0.4202910815100778
0.39,-0.40902283636350406
0.40,-0.39803703009120006
0.41,-0.38732017349680725
0.42,-0.37685968140597637
0.43,-0.36644534673192475
0.44,-0.35649455173552796
0.45,-0.3467623545185418
0.46,-0.337239782112004
0.47,-0.3279183647414707
0.48,-0.3187901020129431
0.49,-0.3098474316522858
0.50,-0.30108320058820454
0.51,-0.29249063818735194
0.52,-0.2840633314668844
0.53,-0.27579520212500214
0.54,-0.2676804852437988
0.55,-0.2597137095312739
0.56,-0.2518896789807477
0.57,-0.24420345583626168
0.58,-0.23665034476196212
0.59,-0.22902775080259202
0.60,-0.22175609099142363
0.61,-0.2146011195045065
0.62,-0.20755939197903658
0.63,-0.2006275992319925
0.64,-0.19380256102099488
0.65,-0.18708122012952785
0.66,-0.1804606367578831
0.67,-0.17393798320236392
0.68,-0.1675105388063707
0.69,-0.16117568516801134
0.70,-0.1549309015898243
0.71,-0.1487737607570904
0.72,-0.1427019246320314
0.73,-0.13671314055196854
0.74,-0.13080523752023196
0.75,-0.1249761226792863
0.76,-0.11922377795616736
0.77,-0.11354625687091269
0.78,-0.10794168149922036
0.79,-0.1024082395810854
0.80,-0.09694418176764566
0.81,-0.09154781899892153
0.82,-0.08621752000555671
0.83,-0.08095170892806436
0.84,-0.0755584196457025
0.85,-0.07045312102099285
0.86,-0.06540271808041989
0.87,-0.06040633014455893
0.88,-0.055463095271845425
0.89,-0.05057216976286434
0.90,-0.04573272768029359
0.91,-0.04094396038392776
0.92,-0.03620507608023242
0.93,-0.03151529938590178
0.94,-0.02687387090491482
0.95,-0.022280046818604595
0.96,-0.017733098488277126
0.97,-0.013232312069932679
0.98,-0.008776988140662417
0.99,-0.004366441336309443
1.00,0.0
1.01,0.0043229941588337276
1.02,0.008603186395302763
1.03,0.01284120925013171
1.04,0.017037682861285867
1.05,0.021193215266477543
1.06,0.025308402696861527
1.07,0.029383829862217648
1.08,0.03342007022790689
1.09,0.03741768628387662
1.10,0.04137722980597996
1.11,0.04529924210986431
1.12,0.04918425429767429
1.13,0.05303278749780521
1.14,0.05684535309793501
1.15,0.06062245297155194
1.16,0.06436457969819095
1.17,0.06807221677757984
1.18,0.07174583883789178
1.19,0.07538591183829217
1.20,0.07921050454217642
1.21,0.08281574040811594
1.22,0.08639125293271496
1.23,0.08993752121780467
1.24,0.09345501234558538
1.25,0.09694418176764569
1.26,0.10040547367924003
1.27,0.10383932137945112
1.28,0.1072461476178343
1.29,0.11062636492811352
1.30,0.1139803759494718
1.31,0.11730857373595469
1.32,0.1206113420544805
1.33,0.12388905567192936
1.34,0.127142080631761
1.35,0.13037077452059156
1.36,0.1335754867251392
1.37,0.1367565586799307
1.38,0.1399143241061435
1.39,0.143049109241941
1.40,0.14616123306464202
1.41,0.14925100750505244
1.42,0.15231873765427015
1.43,0.15536472196326212
1.44,0.1583892524354997
1.45,0.16139261481292436
1.46,0.1643750887555055
1.47,0.16733694801464044
1.48,0.1702784606006353
1.49,0.17319988894449645
1.50,0.17610149005425058
1.51,0.17898351566600423
1.52,0.18184621238994364
1.53,0.18468982185146657
1.54,0.18751458082763153
1.55,0.19032072137910036
1.56,0.19310847097774367
1.57,0.19587805263007177
1.58,0.19862968499664613
1.59,0.20136358250762054
1.60,0.20407995547455554
1.61,0.20677901019864267
1.62,0.20946094907547075
1.63,0.21212597069645914
1.64,0.21477426994708157
1.65,0.21740603810199363
1.66,0.2200214629171784
1.67,0.22262072871921526
1.68,0.22520401649177632
1.69,0.22777150395944776
1.70,0.23032336566897244
1.71,0.23285977306800357
1.72,0.23560674903765996
1.73,0.23812447671904396
1.74,0.24062763779750668
1.75,0.24311639685132108
1.76,0.24559091559165439
1.77,0.24805135292785113
1.78,0.2504978650309058
1.79,0.2529306053951832
1.80,0.25534972489844476
1.81,0.2577553718602371
1.82,0.2601476920986943
1.83,0.2625268289858063
1.84,0.2648929235012013
1.85,0.26724611428449196
1.86,0.26958653768622814
1.87,0.27191432781750163
1.88,0.2742296165982451
1.89,0.27653253380426557
1.90,0.27882320711305175
1.91,0.2811017621483934
1.92,0.28336832252384786
1.93,0.2856230098850913
1.94,0.28786594395118564
1.95,0.29009724255479663
1.96,0.2923170216813918
1.97,0.29452539550745144
1.98,0.29672247643771993
1.99,0.29890837514152685
2.00,0.30108320058820454
